ref_area,ref_area.label,source,source.label,indicator,indicator.label,classif1,classif1.label,time,obs_value,note_indicator,note_indicator.label,note_source,note_source.label
NLD,Netherlands,BA:2236,NLD - LFS - EU Labour Force Survey,SDG_0552_OCU_RT,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),OCU_MGMT_TOTAL,Occupation (Managerial positions): Total management,2008,27.27,,,R1:2384,Repository: Eurostat special tabulation
NLD,Netherlands,BA:2236,NLD - LFS - EU Labour Force Survey,SDG_0552_OCU_RT,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),OCU_MGMT_SENIOR,Occupation (Managerial positions): Senior and middle management,2009,26.04,,,R1:2384,Repository: Eurostat special tabulation
NLD,Netherlands,BA:2236,NLD - LFS - EU Labour Force Survey,SDG_0552_OCU_RT,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),OCU_MGMT_TOTAL,Occupation (Managerial positions): Total management,2009,28.16,,,R1:2384,Repository: Eurostat special tabulation
NLD,Netherlands,BA:2236,NLD - LFS - EU Labour Force Survey,SDG_0552_OCU_RT,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),OCU_MGMT_SENIOR,Occupation (Managerial positions): Senior and middle management,2010,26.9,,,R1:2384,Repository: Eurostat special tabulation
NLD,Netherlands,BA:2236,NLD - LFS - EU Labour Force Survey,SDG_0552_OCU_RT,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),OCU_MGMT_TOTAL,Occupation (Managerial positions): Total management,2010,28.42,,,R1:2384,Repository: Eurostat special tabulation
NLD,Netherlands,BA:2236,NLD - LFS - EU Labour Force Survey,SDG_0552_OCU_RT,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),OCU_MGMT_SENIOR,Occupation (Managerial positions): Senior and middle management,2011,27.9,I11:264,Break in series: Methodology revised,R1:2384,Repository: Eurostat special tabulation
NLD,Netherlands,BA:2236,NLD - LFS - EU Labour Force Survey,SDG_0552_OCU_RT,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),OCU_MGMT_TOTAL,Occupation (Managerial positions): Total management,2011,29.27,I11:264,Break in series: Methodology revised,R1:2384,Repository: Eurostat special tabulation
NLD,Netherlands,BA:2236,NLD - LFS - EU Labour Force Survey,SDG_0552_OCU_RT,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),OCU_MGMT_SENIOR,Occupation (Managerial positions): Senior and middle management,2012,28.32,,,R1:2384,Repository: Eurostat special tabulation
NLD,Netherlands,BA:2236,NLD - LFS - EU Labour Force Survey,SDG_0552_OCU_RT,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),OCU_MGMT_TOTAL,Occupation (Managerial positions): Total management,2012,28.78,,,R1:2384,Repository: Eurostat special tabulation
NLD,Netherlands,BA:2236,NLD - LFS - EU Labour Force Survey,SDG_0552_OCU_RT,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),OCU_MGMT_SENIOR,Occupation (Managerial positions): Senior and middle management,2013,23.13,I11:264,Break in series: Methodology revised,R1:2384,Repository: Eurostat special tabulation
NLD,Netherlands,BA:2236,NLD - LFS - EU Labour Force Survey,SDG_0552_OCU_RT,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),OCU_MGMT_TOTAL,Occupation (Managerial positions): Total management,2013,24.58,I11:264,Break in series: Methodology revised,R1:2384,Repository: Eurostat special tabulation
NLD,Netherlands,BA:2236,NLD - LFS - EU Labour Force Survey,SDG_0552_OCU_RT,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),OCU_MGMT_SENIOR,Occupation (Managerial positions): Senior and middle management,2014,24.05,,,R1:2384,Repository: Eurostat special tabulation
NLD,Netherlands,BA:2236,NLD - LFS - EU Labour Force Survey,SDG_0552_OCU_RT,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),OCU_MGMT_TOTAL,Occupation (Managerial positions): Total management,2014,25.46,,,R1:2384,Repository: Eurostat special tabulation
NLD,Netherlands,BA:2236,NLD - LFS - EU Labour Force Survey,SDG_0552_OCU_RT,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),OCU_MGMT_SENIOR,Occupation (Managerial positions): Senior and middle management,2015,24.5,,,R1:2384,Repository: Eurostat special tabulation
NLD,Netherlands,BA:2236,NLD - LFS - EU Labour Force Survey,SDG_0552_OCU_RT,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),OCU_MGMT_TOTAL,Occupation (Managerial positions): Total management,2015,26.03,,,R1:2384,Repository: Eurostat special tabulation
NLD,Netherlands,BA:2236,NLD - LFS - EU Labour Force Survey,SDG_0552_OCU_RT,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),OCU_MGMT_SENIOR,Occupation (Managerial positions): Senior and middle management,2016,24.38,,,R1:2384,Repository: Eurostat special tabulation
NLD,Netherlands,BA:2236,NLD - LFS - EU Labour Force Survey,SDG_0552_OCU_RT,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),OCU_MGMT_TOTAL,Occupation (Managerial positions): Total management,2016,25.41,,,R1:2384,Repository: Eurostat special tabulation
NLD,Netherlands,BA:2236,NLD - LFS - EU Labour Force Survey,SDG_0552_OCU_RT,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),OCU_MGMT_SENIOR,Occupation (Managerial positions): Senior and middle management,2017,25.98,,,R1:2384,Repository: Eurostat special tabulation
NLD,Netherlands,BA:2236,NLD - LFS - EU Labour Force Survey,SDG_0552_OCU_RT,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),OCU_MGMT_TOTAL,Occupation (Managerial positions): Total management,2017,26.59,,,R1:2384,Repository: Eurostat special tabulation
NLD,Netherlands,BA:2236,NLD - LFS - EU Labour Force Survey,SDG_0552_OCU_RT,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),OCU_MGMT_SENIOR,Occupation (Managerial positions): Senior and middle management,2018,24.76,,,R1:2384,Repository: Eurostat special tabulation
NLD,Netherlands,BA:2236,NLD - LFS - EU Labour Force Survey,SDG_0552_OCU_RT,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),OCU_MGMT_TOTAL,Occupation (Managerial positions): Total management,2018,25.66,,,R1:2384,Repository: Eurostat special tabulation
NLD,Netherlands,BA:2236,NLD - LFS - EU Labour Force Survey,SDG_0552_OCU_RT,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),OCU_MGMT_SENIOR,Occupation (Managerial positions): Senior and middle management,2019,26.01,,,R1:2384,Repository: Eurostat special tabulation
NLD,Netherlands,BA:2236,NLD - LFS - EU Labour Force Survey,SDG_0552_OCU_RT,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),OCU_MGMT_TOTAL,Occupation (Managerial positions): Total management,2019,27.07,,,R1:2384,Repository: Eurostat special tabulation
NOR,Norway,BA:2250,NOR - LFS - EU Labour Force Survey,SDG_0552_OCU_RT,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),OCU_MGMT_SENIOR,Occupation (Managerial positions): Senior and middle management,2000,24.74,,,R1:2384,Repository: Eurostat special tabulation
NOR,Norway,BA:2250,NOR - LFS - EU Labour Force Survey,SDG_0552_OCU_RT,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),OCU_MGMT_TOTAL,Occupation (Managerial positions): Total management,2000,24.99,,,R1:2384,Repository: Eurostat special tabulation
NOR,Norway,BA:2250,NOR - LFS - EU Labour Force Survey,SDG_0552_OCU_RT,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),OCU_MGMT_SENIOR,Occupation (Managerial positions): Senior and middle management,2001,25.64,,,R1:2384,Repository: Eurostat special tabulation
NOR,Norway,BA:2250,NOR - LFS - EU Labour Force Survey,SDG_0552_OCU_RT,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),OCU_MGMT_TOTAL,Occupation (Managerial positions): Total management,2001,25.24,,,R1:2384,Repository: Eurostat special tabulation
NOR,Norway,BA:2250,NOR - LFS - EU Labour Force Survey,SDG_0552_OCU_RT,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),OCU_MGMT_SENIOR,Occupation (Managerial positions): Senior and middle management,2002,27.66,,,R1:2384,Repository: Eurostat special tabulation
NOR,Norway,BA:2250,NOR - LFS - EU Labour Force Survey,SDG_0552_OCU_RT,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),OCU_MGMT_TOTAL,Occupation (Managerial positions): Total management,2002,27.53,,,R1:2384,Repository: Eurostat special tabulation
NOR,Norway,BA:2250,NOR - LFS - EU Labour Force Survey,SDG_0552_OCU_RT,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),OCU_MGMT_SENIOR,Occupation (Managerial positions): Senior and middle management,2003,28.18,,,R1:2384,Repository: Eurostat special tabulation
NOR,Norway,BA:2250,NOR - LFS - EU Labour Force Survey,SDG_0552_OCU_RT,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),OCU_MGMT_TOTAL,Occupation (Managerial positions): Total management,2003,28.43,,,R1:2384,Repository: Eurostat special tabulation
NOR,Norway,BA:2250,NOR - LFS - EU Labour Force Survey,SDG_0552_OCU_RT,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),OCU_MGMT_SENIOR,Occupation (Managerial positions): Senior and middle management,2004,29.71,,,R1:2384,Repository: Eurostat special tabulation
NOR,Norway,BA:2250,NOR - LFS - EU Labour Force Survey,SDG_0552_OCU_RT,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),OCU_MGMT_TOTAL,Occupation (Managerial positions): Total management,2004,29.19,,,R1:2384,Repository: Eurostat special tabulation
NOR,Norway,BA:2250,NOR - LFS - EU Labour Force Survey,SDG_0552_OCU_RT,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),OCU_MGMT_SENIOR,Occupation (Managerial positions): Senior and middle management,2005,31.04,I11:264,Break in series: Methodology revised,R1:2384,Repository: Eurostat special tabulation
NOR,Norway,BA:2250,NOR - LFS - EU Labour Force Survey,SDG_0552_OCU_RT,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),OCU_MGMT_TOTAL,Occupation (Managerial positions): Total management,2005,30.41,I11:264,Break in series: Methodology revised,R1:2384,Repository: Eurostat special tabulation
NOR,Norway,BA:2250,NOR - LFS - EU Labour Force Survey,SDG_0552_OCU_RT,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),OCU_MGMT_SENIOR,Occupation (Managerial positions): Senior and middle management,2006,33.95,I11:264,Break in series: Methodology revised,R1:2384,Repository: Eurostat special tabulation
NOR,Norway,BA:2250,NOR - LFS - EU Labour Force Survey,SDG_0552_OCU_RT,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),OCU_MGMT_TOTAL,Occupation (Managerial positions): Total management,2006,33.15,I11:264,Break in series: Methodology revised,R1:2384,Repository: Eurostat special tabulation
NOR,Norway,BA:2250,NOR - LFS - EU Labour Force Survey,SDG_0552_OCU_RT,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),OCU_MGMT_SENIOR,Occupation (Managerial positions): Senior and middle management,2007,33.29,,,R1:2384,Repository: Eurostat special tabulation
NOR,Norway,BA:2250,NOR - LFS - EU Labour Force Survey,SDG_0552_OCU_RT,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),OCU_MGMT_TOTAL,Occupation (Managerial positions): Total management,2007,31.59,,,R1:2384,Repository: Eurostat special tabulation
NOR,Norway,BA:2250,NOR - LFS - EU Labour Force Survey,SDG_0552_OCU_RT,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),OCU_MGMT_SENIOR,Occupation (Managerial positions): Senior and middle management,2008,32.64,,,R1:2384,Repository: Eurostat special tabulation
NOR,Norway,BA:2250,NOR - LFS - EU Labour Force Survey,SDG_0552_OCU_RT,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),OCU_MGMT_TOTAL,Occupation (Managerial positions): Total management,2008,31.54,,,R1:2384,Repository: Eurostat special tabulation
NOR,Norway,BA:2250,NOR - LFS - EU Labour Force Survey,SDG_0552_OCU_RT,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),OCU_MGMT_SENIOR,Occupation (Managerial positions): Senior and middle management,2009,34.55,,,R1:2384,Repository: Eurostat special tabulation
NOR,Norway,BA:2250,NOR - LFS - EU Labour Force Survey,SDG_0552_OCU_RT,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),OCU_MGMT_TOTAL,Occupation (Managerial positions): Total management,2009,34.05,,,R1:2384,Repository: Eurostat special tabulation
NOR,Norway,BA:2250,NOR - LFS - EU Labour Force Survey,SDG_0552_OCU_RT,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),OCU_MGMT_SENIOR,Occupation (Managerial positions): Senior and middle management,2010,35.03,,,R1:2384,Repository: Eurostat special tabulation
NOR,Norway,BA:2250,NOR - LFS - EU Labour Force Survey,SDG_0552_OCU_RT,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),OCU_MGMT_TOTAL,Occupation (Managerial positions): Total management,2010,34.38,,,R1:2384,Repository: Eurostat special tabulation
NOR,Norway,BA:2250,NOR - LFS - EU Labour Force Survey,SDG_0552_OCU_RT,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),OCU_MGMT_SENIOR,Occupation (Managerial positions): Senior and middle management,2011,31.2,I11:264,Break in series: Methodology revised,R1:2384,Repository: Eurostat special tabulation
NOR,Norway,BA:2250,NOR - LFS - EU Labour Force Survey,SDG_0552_OCU_RT,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),OCU_MGMT_TOTAL,Occupation (Managerial positions): Total management,2011,31.44,I11:264,Break in series: Methodology revised,R1:2384,Repository: Eurostat special tabulation
NOR,Norway,BA:2250,NOR - LFS - EU Labour Force Survey,SDG_0552_OCU_RT,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),OCU_MGMT_SENIOR,Occupation (Managerial positions): Senior and middle management,2012,31.16,,,R1:2384,Repository: Eurostat special tabulation
NOR,Norway,BA:2250,NOR - LFS - EU Labour Force Survey,SDG_0552_OCU_RT,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),OCU_MGMT_TOTAL,Occupation (Managerial positions): Total management,2012,32.2,,,R1:2384,Repository: Eurostat special tabulation
NOR,Norway,BA:2250,NOR - LFS - EU Labour Force Survey,SDG_0552_OCU_RT,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),OCU_MGMT_SENIOR,Occupation (Managerial positions): Senior and middle management,2013,31.35,,,R1:2384,Repository: Eurostat special tabulation
NOR,Norway,BA:2250,NOR - LFS - EU Labour Force Survey,SDG_0552_OCU_RT,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),OCU_MGMT_TOTAL,Occupation (Managerial positions): Total management,2013,32.89,,,R1:2384,Repository: Eurostat special tabulation
NOR,Norway,BA:2250,NOR - LFS - EU Labour Force Survey,SDG_0552_OCU_RT,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),OCU_MGMT_SENIOR,Occupation (Managerial positions): Senior and middle management,2014,33.32,,,R1:2384,Repository: Eurostat special tabulation
NOR,Norway,BA:2250,NOR - LFS - EU Labour Force Survey,SDG_0552_OCU_RT,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),OCU_MGMT_TOTAL,Occupation (Managerial positions): Total management,2014,35.53,,,R1:2384,Repository: Eurostat special tabulation
NOR,Norway,BA:2250,NOR - LFS - EU Labour Force Survey,SDG_0552_OCU_RT,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),OCU_MGMT_SENIOR,Occupation (Managerial positions): Senior and middle management,2015,33.66,,,R1:2384,Repository: Eurostat special tabulation
NOR,Norway,BA:2250,NOR - LFS - EU Labour Force Survey,SDG_0552_OCU_RT,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),OCU_MGMT_TOTAL,Occupation (Managerial positions): Total management,2015,36.03,,,R1:2384,Repository: Eurostat special tabulation
NOR,Norway,BA:2250,NOR - LFS - EU Labour Force Survey,SDG_0552_OCU_RT,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),OCU_MGMT_SENIOR,Occupation (Managerial positions): Senior and middle management,2016,35.4,,,R1:2384,Repository: Eurostat special tabulation
NOR,Norway,BA:2250,NOR - LFS - EU Labour Force Survey,SDG_0552_OCU_RT,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),OCU_MGMT_TOTAL,Occupation (Managerial positions): Total management,2016,37.87,,,R1:2384,Repository: Eurostat special tabulation
NOR,Norway,BA:2250,NOR - LFS - EU Labour Force Survey,SDG_0552_OCU_RT,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),OCU_MGMT_SENIOR,Occupation (Managerial positions): Senior and middle management,2017,35.95,,,R1:2384,Repository: Eurostat special tabulation
NOR,Norway,BA:2250,NOR - LFS - EU Labour Force Survey,SDG_0552_OCU_RT,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),OCU_MGMT_TOTAL,Occupation (Managerial positions): Total management,2017,38.31,,,R1:2384,Repository: Eurostat special tabulation
NOR,Norway,BA:2250,NOR - LFS - EU Labour Force Survey,SDG_0552_OCU_RT,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),OCU_MGMT_SENIOR,Occupation (Managerial positions): Senior and middle management,2018,33.47,,,R1:2384,Repository: Eurostat special tabulation
NOR,Norway,BA:2250,NOR - LFS - EU Labour Force Survey,SDG_0552_OCU_RT,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),OCU_MGMT_TOTAL,Occupation (Managerial positions): Total management,2018,35.6,,,R1:2384,Repository: Eurostat special tabulation
NOR,Norway,BA:2250,NOR - LFS - EU Labour Force Survey,SDG_0552_OCU_RT,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),OCU_MGMT_SENIOR,Occupation (Managerial positions): Senior and middle management,2019,32.75,,,R1:2384,Repository: Eurostat special tabulation
NOR,Norway,BA:2250,NOR - LFS - EU Labour Force Survey,SDG_0552_OCU_RT,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),OCU_MGMT_TOTAL,Occupation (Managerial positions): Total management,2019,34.46,,,R1:2384,Repository: Eurostat special tabulation
NPL,Nepal,BA:1510,NPL - LFS - Nepal Labour Force Survey,SDG_0552_OCU_RT,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),OCU_MGMT_TOTAL,Occupation (Managerial positions): Total management,2008,18.37,I11:264,Break in series: Methodology revised,R1:3513,Repository: ILO-STATISTICS - Micro data processing
NPL,Nepal,BA:1510,NPL - LFS - Nepal Labour Force Survey,SDG_0552_OCU_RT,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),OCU_MGMT_SENIOR,Occupation (Managerial positions): Senior and middle management,2017,13.9,,,R1:3513_S14:4077,Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers
NPL,Nepal,BA:1510,NPL - LFS - Nepal Labour Force Survey,SDG_0552_OCU_RT,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),OCU_MGMT_TOTAL,Occupation (Managerial positions): Total management,2017,13.17,,,R1:3513_S14:4077,Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers
NRU,Nauru,BB:14049,NRU - HIES - Household Income and Expenditure Survey,SDG_0552_OCU_RT,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),OCU_MGMT_TOTAL,Occupation (Managerial positions): Total management,2013,36.12,,,R1:3513_T2:254,Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: Nonstandard minimum age
NZL,New Zealand,BA:117,NZL - LFS - Household Labour Force Survey,SDG_0552_OCU_RT,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),OCU_MGMT_TOTAL,Occupation (Managerial positions): Total management,2000,38.18,I11:264,Break in series: Methodology revised,S5:41,Population coverage: Excluding armed forces and/or conscripts
NZL,New Zealand,BA:117,NZL - LFS - Household Labour Force Survey,SDG_0552_OCU_RT,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),OCU_MGMT_TOTAL,Occupation (Managerial positions): Total management,2001,38.57,I11:264,Break in series: Methodology revised,S5:41,Population coverage: Excluding armed forces and/or conscripts
NZL,New Zealand,BA:117,NZL - LFS - Household Labour Force Survey,SDG_0552_OCU_RT,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),OCU_MGMT_TOTAL,Occupation (Managerial positions): Total management,2002,38.62,I11:264,Break in series: Methodology revised,S5:41,Population coverage: Excluding armed forces and/or conscripts
NZL,New Zealand,BA:117,NZL - LFS - Household Labour Force Survey,SDG_0552_OCU_RT,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),OCU_MGMT_TOTAL,Occupation (Managerial positions): Total management,2003,36.44,I11:264,Break in series: Methodology revised,S5:41,Population coverage: Excluding armed forces and/or conscripts
NZL,New Zealand,BA:117,NZL - LFS - Household Labour Force Survey,SDG_0552_OCU_RT,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),OCU_MGMT_TOTAL,Occupation (Managerial positions): Total management,2004,36.3,I11:264,Break in series: Methodology revised,S5:41,Population coverage: Excluding armed forces and/or conscripts
NZL,New Zealand,BA:117,NZL - LFS - Household Labour Force Survey,SDG_0552_OCU_RT,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),OCU_MGMT_TOTAL,Occupation (Managerial positions): Total management,2005,36.5,I11:264,Break in series: Methodology revised,S5:41,Population coverage: Excluding armed forces and/or conscripts
NZL,New Zealand,BA:117,NZL - LFS - Household Labour Force Survey,SDG_0552_OCU_RT,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),OCU_MGMT_TOTAL,Occupation (Managerial positions): Total management,2006,39.88,I11:264,Break in series: Methodology revised,S5:41,Population coverage: Excluding armed forces and/or conscripts
NZL,New Zealand,BA:117,NZL - LFS - Household Labour Force Survey,SDG_0552_OCU_RT,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),OCU_MGMT_TOTAL,Occupation (Managerial positions): Total management,2007,39.97,I11:264,Break in series: Methodology revised,S5:41,Population coverage: Excluding armed forces and/or conscripts
NZL,New Zealand,BA:117,NZL - LFS - Household Labour Force Survey,SDG_0552_OCU_RT,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),OCU_MGMT_TOTAL,Occupation (Managerial positions): Total management,2008,39.95,I11:264,Break in series: Methodology revised,S5:41,Population coverage: Excluding armed forces and/or conscripts
OMN,Oman,BA:1520,OMN - LFS - Labour force survey,SDG_0552_OCU_RT,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),OCU_MGMT_TOTAL,Occupation (Managerial positions): Total management,2000,9.32,,,S5:356_T2:81,"Population coverage: Nationals, residents | Age coverage - minimum age: 12 years old"
OMN,Oman,BA:1520,OMN - LFS - Labour force survey,SDG_0552_OCU_RT,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),OCU_MGMT_TOTAL,Occupation (Managerial positions): Total management,2008,5.53,,,S3:17_S5:3115,Data reference period: June | Population coverage: Excluding nationals in the private sector
OMN,Oman,BA:1520,OMN - LFS - Labour force survey,SDG_0552_OCU_RT,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),OCU_MGMT_TOTAL,Occupation (Managerial positions): Total management,2016,11.06,,,T3:95,Age coverage - maximum age: 65 years old
PAK,Pakistan,BA:538,PAK - LFS - Labour Force Survey,SDG_0552_OCU_RT,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),OCU_MGMT_TOTAL,Occupation (Managerial positions): Total management,2001,2.94,,,S3:12_S5:41_T2:239,Data reference period: January | Population coverage: Excluding armed forces and/or conscripts | Age coverage - minimum age: 10 years old
PAK,Pakistan,BA:538,PAK - LFS - Labour Force Survey,SDG_0552_OCU_RT,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),OCU_MGMT_TOTAL,Occupation (Managerial positions): Total management,2002,2.36,,,S3:12_S5:41_T2:239,Data reference period: January | Population coverage: Excluding armed forces and/or conscripts | Age coverage - minimum age: 10 years old
PAK,Pakistan,BA:538,PAK - LFS - Labour Force Survey,SDG_0552_OCU_RT,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),OCU_MGMT_TOTAL,Occupation (Managerial positions): Total management,2003,2.37,,,S3:12_S5:41_T2:239,Data reference period: January | Population coverage: Excluding armed forces and/or conscripts | Age coverage - minimum age: 10 years old
PAK,Pakistan,BA:538,PAK - LFS - Labour Force Survey,SDG_0552_OCU_RT,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),OCU_MGMT_TOTAL,Occupation (Managerial positions): Total management,2004,2.1,,,S3:12_S5:41_T2:239,Data reference period: January | Population coverage: Excluding armed forces and/or conscripts | Age coverage - minimum age: 10 years old
PAK,Pakistan,BA:538,PAK - LFS - Labour Force Survey,SDG_0552_OCU_RT,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),OCU_MGMT_TOTAL,Occupation (Managerial positions): Total management,2005,2.1,,,S3:12_S5:41_T2:239,Data reference period: January | Population coverage: Excluding armed forces and/or conscripts | Age coverage - minimum age: 10 years old
PAK,Pakistan,BA:538,PAK - LFS - Labour Force Survey,SDG_0552_OCU_RT,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),OCU_MGMT_SENIOR,Occupation (Managerial positions): Senior and middle management,2006,7.62,I11:264,Break in series: Methodology revised,R1:3513,Repository: ILO-STATISTICS - Micro data processing
PAK,Pakistan,BA:538,PAK - LFS - Labour Force Survey,SDG_0552_OCU_RT,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),OCU_MGMT_TOTAL,Occupation (Managerial positions): Total management,2006,3.37,I11:264,Break in series: Methodology revised,R1:3513,Repository: ILO-STATISTICS - Micro data processing
PAK,Pakistan,BA:538,PAK - LFS - Labour Force Survey,SDG_0552_OCU_RT,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),OCU_MGMT_SENIOR,Occupation (Managerial positions): Senior and middle management,2007,6.08,,,R1:3513,Repository: ILO-STATISTICS - Micro data processing
PAK,Pakistan,BA:538,PAK - LFS - Labour Force Survey,SDG_0552_OCU_RT,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),OCU_MGMT_TOTAL,Occupation (Managerial positions): Total management,2007,3.43,,,R1:3513,Repository: ILO-STATISTICS - Micro data processing
PAK,Pakistan,BA:538,PAK - LFS - Labour Force Survey,SDG_0552_OCU_RT,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),OCU_MGMT_SENIOR,Occupation (Managerial positions): Senior and middle management,2008,5.23,,,R1:3513,Repository: ILO-STATISTICS - Micro data processing
PAK,Pakistan,BA:538,PAK - LFS - Labour Force Survey,SDG_0552_OCU_RT,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),OCU_MGMT_TOTAL,Occupation (Managerial positions): Total management,2008,2.96,,,R1:3513,Repository: ILO-STATISTICS - Micro data processing
PAK,Pakistan,BA:538,PAK - LFS - Labour Force Survey,SDG_0552_OCU_RT,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),OCU_MGMT_SENIOR,Occupation (Managerial positions): Senior and middle management,2009,5.7,,,R1:3513,Repository: ILO-STATISTICS - Micro data processing
PAK,Pakistan,BA:538,PAK - LFS - Labour Force Survey,SDG_0552_OCU_RT,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),OCU_MGMT_TOTAL,Occupation (Managerial positions): Total management,2009,2.91,,,R1:3513,Repository: ILO-STATISTICS - Micro data processing
PAK,Pakistan,BA:538,PAK - LFS - Labour Force Survey,SDG_0552_OCU_RT,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),OCU_MGMT_SENIOR,Occupation (Managerial positions): Senior and middle management,2010,6.4,,,R1:3513,Repository: ILO-STATISTICS - Micro data processing
PAK,Pakistan,BA:538,PAK - LFS - Labour Force Survey,SDG_0552_OCU_RT,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),OCU_MGMT_TOTAL,Occupation (Managerial positions): Total management,2010,3.33,,,R1:3513,Repository: ILO-STATISTICS - Micro data processing
