Series Name,Series Code,Country Name,Country Code,2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020]
Decision maker about a woman's own health care: someone else (% of women age 15-49),SG.DMK.HLTH.SE.ZS,Ukraine,UKR,..,..,..,..,..,..,..,..,..,..
Decision maker about a woman's own health care: someone else (% of women age 15-49),SG.DMK.HLTH.SE.ZS,United Arab Emirates,ARE,..,..,..,..,..,..,..,..,..,..
Decision maker about a woman's own health care: someone else (% of women age 15-49),SG.DMK.HLTH.SE.ZS,United Kingdom,GBR,..,..,..,..,..,..,..,..,..,..
Decision maker about a woman's own health care: someone else (% of women age 15-49),SG.DMK.HLTH.SE.ZS,United States,USA,..,..,..,..,..,..,..,..,..,..
Decision maker about a woman's own health care: someone else (% of women age 15-49),SG.DMK.HLTH.SE.ZS,Upper middle income,UMC,..,..,..,..,..,..,..,..,..,..
Decision maker about a woman's own health care: someone else (% of women age 15-49),SG.DMK.HLTH.SE.ZS,Uruguay,URY,..,..,..,..,..,..,..,..,..,..
Decision maker about a woman's own health care: someone else (% of women age 15-49),SG.DMK.HLTH.SE.ZS,Uzbekistan,UZB,..,..,..,..,..,..,..,..,..,..
Decision maker about a woman's own health care: someone else (% of women age 15-49),SG.DMK.HLTH.SE.ZS,Vanuatu,VUT,..,..,..,..,..,..,..,..,..,..
Decision maker about a woman's own health care: someone else (% of women age 15-49),SG.DMK.HLTH.SE.ZS,"Venezuela, RB",VEN,..,..,..,..,..,..,..,..,..,..
Decision maker about a woman's own health care: someone else (% of women age 15-49),SG.DMK.HLTH.SE.ZS,Vietnam,VNM,..,..,..,..,..,..,..,..,..,..
Decision maker about a woman's own health care: someone else (% of women age 15-49),SG.DMK.HLTH.SE.ZS,Virgin Islands (U.S.),VIR,..,..,..,..,..,..,..,..,..,..
Decision maker about a woman's own health care: someone else (% of women age 15-49),SG.DMK.HLTH.SE.ZS,West Bank and Gaza,PSE,..,..,..,..,..,..,..,..,..,..
Decision maker about a woman's own health care: someone else (% of women age 15-49),SG.DMK.HLTH.SE.ZS,World,WLD,..,..,..,..,..,..,..,..,..,..
Decision maker about a woman's own health care: someone else (% of women age 15-49),SG.DMK.HLTH.SE.ZS,"Yemen, Rep.",YEM,..,..,1.9,..,..,..,..,..,..,..
Decision maker about a woman's own health care: someone else (% of women age 15-49),SG.DMK.HLTH.SE.ZS,Zambia,ZMB,..,..,..,0.3,..,..,..,..,..,..
Decision maker about a woman's own health care: someone else (% of women age 15-49),SG.DMK.HLTH.SE.ZS,Zimbabwe,ZWE,1.2,..,..,..,0.9,..,..,..,..,..
Decision maker about a woman's own health care: wife and husband jointly (% of women age 15-49),SG.DMK.HLTH.WH.ZS,Afghanistan,AFG,..,..,..,..,42.8,..,..,..,..,..
Decision maker about a woman's own health care: wife and husband jointly (% of women age 15-49),SG.DMK.HLTH.WH.ZS,Albania,ALB,..,..,..,..,..,..,..,77.8,..,..
Decision maker about a woman's own health care: wife and husband jointly (% of women age 15-49),SG.DMK.HLTH.WH.ZS,Algeria,DZA,..,..,..,..,..,..,..,..,..,..
Decision maker about a woman's own health care: wife and husband jointly (% of women age 15-49),SG.DMK.HLTH.WH.ZS,American Samoa,ASM,..,..,..,..,..,..,..,..,..,..
Decision maker about a woman's own health care: wife and husband jointly (% of women age 15-49),SG.DMK.HLTH.WH.ZS,Andorra,AND,..,..,..,..,..,..,..,..,..,..
Decision maker about a woman's own health care: wife and husband jointly (% of women age 15-49),SG.DMK.HLTH.WH.ZS,Angola,AGO,..,..,..,..,..,53.2,..,..,..,..
Decision maker about a woman's own health care: wife and husband jointly (% of women age 15-49),SG.DMK.HLTH.WH.ZS,Antigua and Barbuda,ATG,..,..,..,..,..,..,..,..,..,..
Decision maker about a woman's own health care: wife and husband jointly (% of women age 15-49),SG.DMK.HLTH.WH.ZS,Arab World,ARB,..,..,..,..,..,..,..,..,..,..
Decision maker about a woman's own health care: wife and husband jointly (% of women age 15-49),SG.DMK.HLTH.WH.ZS,Argentina,ARG,..,..,..,..,..,..,..,..,..,..
Decision maker about a woman's own health care: wife and husband jointly (% of women age 15-49),SG.DMK.HLTH.WH.ZS,Armenia,ARM,..,..,..,..,..,68,..,..,..,..
Decision maker about a woman's own health care: wife and husband jointly (% of women age 15-49),SG.DMK.HLTH.WH.ZS,Aruba,ABW,..,..,..,..,..,..,..,..,..,..
Decision maker about a woman's own health care: wife and husband jointly (% of women age 15-49),SG.DMK.HLTH.WH.ZS,Australia,AUS,..,..,..,..,..,..,..,..,..,..
Decision maker about a woman's own health care: wife and husband jointly (% of women age 15-49),SG.DMK.HLTH.WH.ZS,Austria,AUT,..,..,..,..,..,..,..,..,..,..
Decision maker about a woman's own health care: wife and husband jointly (% of women age 15-49),SG.DMK.HLTH.WH.ZS,Azerbaijan,AZE,..,..,..,..,..,..,..,..,..,..
Decision maker about a woman's own health care: wife and husband jointly (% of women age 15-49),SG.DMK.HLTH.WH.ZS,"Bahamas, The",BHS,..,..,..,..,..,..,..,..,..,..
Decision maker about a woman's own health care: wife and husband jointly (% of women age 15-49),SG.DMK.HLTH.WH.ZS,Bahrain,BHR,..,..,..,..,..,..,..,..,..,..
Decision maker about a woman's own health care: wife and husband jointly (% of women age 15-49),SG.DMK.HLTH.WH.ZS,Bangladesh,BGD,50.1,..,..,50.7,..,..,..,..,..,..
Decision maker about a woman's own health care: wife and husband jointly (% of women age 15-49),SG.DMK.HLTH.WH.ZS,Barbados,BRB,..,..,..,..,..,..,..,..,..,..
Decision maker about a woman's own health care: wife and husband jointly (% of women age 15-49),SG.DMK.HLTH.WH.ZS,Belarus,BLR,..,..,..,..,..,..,..,..,..,..
Decision maker about a woman's own health care: wife and husband jointly (% of women age 15-49),SG.DMK.HLTH.WH.ZS,Belgium,BEL,..,..,..,..,..,..,..,..,..,..
Decision maker about a woman's own health care: wife and husband jointly (% of women age 15-49),SG.DMK.HLTH.WH.ZS,Belize,BLZ,..,..,..,..,..,..,..,..,..,..
Decision maker about a woman's own health care: wife and husband jointly (% of women age 15-49),SG.DMK.HLTH.WH.ZS,Benin,BEN,..,46.4,..,..,..,..,..,34.8,..,..
Decision maker about a woman's own health care: wife and husband jointly (% of women age 15-49),SG.DMK.HLTH.WH.ZS,Bermuda,BMU,..,..,..,..,..,..,..,..,..,..
Decision maker about a woman's own health care: wife and husband jointly (% of women age 15-49),SG.DMK.HLTH.WH.ZS,Bhutan,BTN,..,..,..,..,..,..,..,..,..,..
Decision maker about a woman's own health care: wife and husband jointly (% of women age 15-49),SG.DMK.HLTH.WH.ZS,Bolivia,BOL,..,..,..,..,..,..,..,..,..,..
Decision maker about a woman's own health care: wife and husband jointly (% of women age 15-49),SG.DMK.HLTH.WH.ZS,Bosnia and Herzegovina,BIH,..,..,..,..,..,..,..,..,..,..
Decision maker about a woman's own health care: wife and husband jointly (% of women age 15-49),SG.DMK.HLTH.WH.ZS,Botswana,BWA,..,..,..,..,..,..,..,..,..,..
Decision maker about a woman's own health care: wife and husband jointly (% of women age 15-49),SG.DMK.HLTH.WH.ZS,Brazil,BRA,..,..,..,..,..,..,..,..,..,..
Decision maker about a woman's own health care: wife and husband jointly (% of women age 15-49),SG.DMK.HLTH.WH.ZS,British Virgin Islands,VGB,..,..,..,..,..,..,..,..,..,..
Decision maker about a woman's own health care: wife and husband jointly (% of women age 15-49),SG.DMK.HLTH.WH.ZS,Brunei Darussalam,BRN,..,..,..,..,..,..,..,..,..,..
Decision maker about a woman's own health care: wife and husband jointly (% of women age 15-49),SG.DMK.HLTH.WH.ZS,Bulgaria,BGR,..,..,..,..,..,..,..,..,..,..
Decision maker about a woman's own health care: wife and husband jointly (% of women age 15-49),SG.DMK.HLTH.WH.ZS,Burkina Faso,BFA,..,..,..,..,..,..,..,..,..,..
Decision maker about a woman's own health care: wife and husband jointly (% of women age 15-49),SG.DMK.HLTH.WH.ZS,Burundi,BDI,..,..,..,..,..,..,59.7,..,..,..
Decision maker about a woman's own health care: wife and husband jointly (% of women age 15-49),SG.DMK.HLTH.WH.ZS,Cabo Verde,CPV,..,..,..,..,..,..,..,..,..,..
Decision maker about a woman's own health care: wife and husband jointly (% of women age 15-49),SG.DMK.HLTH.WH.ZS,Cambodia,KHM,..,..,..,45.1,..,..,..,..,..,..
Decision maker about a woman's own health care: wife and husband jointly (% of women age 15-49),SG.DMK.HLTH.WH.ZS,Cameroon,CMR,22.5,..,..,..,..,..,..,..,..,..
Decision maker about a woman's own health care: wife and husband jointly (% of women age 15-49),SG.DMK.HLTH.WH.ZS,Canada,CAN,..,..,..,..,..,..,..,..,..,..
Decision maker about a woman's own health care: wife and husband jointly (% of women age 15-49),SG.DMK.HLTH.WH.ZS,Caribbean small states,CSS,..,..,..,..,..,..,..,..,..,..
Decision maker about a woman's own health care: wife and husband jointly (% of women age 15-49),SG.DMK.HLTH.WH.ZS,Cayman Islands,CYM,..,..,..,..,..,..,..,..,..,..
Decision maker about a woman's own health care: wife and husband jointly (% of women age 15-49),SG.DMK.HLTH.WH.ZS,Central African Republic,CAF,..,..,..,..,..,..,..,..,..,..
Decision maker about a woman's own health care: wife and husband jointly (% of women age 15-49),SG.DMK.HLTH.WH.ZS,Central Europe and the Baltics,CEB,..,..,..,..,..,..,..,..,..,..
Decision maker about a woman's own health care: wife and husband jointly (% of women age 15-49),SG.DMK.HLTH.WH.ZS,Chad,TCD,..,..,..,..,16.1,..,..,..,..,..
Decision maker about a woman's own health care: wife and husband jointly (% of women age 15-49),SG.DMK.HLTH.WH.ZS,Channel Islands,CHI,..,..,..,..,..,..,..,..,..,..
Decision maker about a woman's own health care: wife and husband jointly (% of women age 15-49),SG.DMK.HLTH.WH.ZS,Chile,CHL,..,..,..,..,..,..,..,..,..,..
Decision maker about a woman's own health care: wife and husband jointly (% of women age 15-49),SG.DMK.HLTH.WH.ZS,China,CHN,..,..,..,..,..,..,..,..,..,..
Decision maker about a woman's own health care: wife and husband jointly (% of women age 15-49),SG.DMK.HLTH.WH.ZS,Colombia,COL,..,..,..,..,19.2,..,..,..,..,..
Decision maker about a woman's own health care: wife and husband jointly (% of women age 15-49),SG.DMK.HLTH.WH.ZS,Comoros,COM,..,26.1,..,..,..,..,..,..,..,..
Decision maker about a woman's own health care: wife and husband jointly (% of women age 15-49),SG.DMK.HLTH.WH.ZS,"Congo, Dem. Rep.",COD,..,..,..,35.6,..,..,..,..,..,..
Decision maker about a woman's own health care: wife and husband jointly (% of women age 15-49),SG.DMK.HLTH.WH.ZS,"Congo, Rep.",COG,..,30,..,..,..,..,..,..,..,..
Decision maker about a woman's own health care: wife and husband jointly (% of women age 15-49),SG.DMK.HLTH.WH.ZS,Costa Rica,CRI,..,..,..,..,..,..,..,..,..,..
Decision maker about a woman's own health care: wife and husband jointly (% of women age 15-49),SG.DMK.HLTH.WH.ZS,Cote d'Ivoire,CIV,..,24.4,..,..,..,..,..,..,..,..
Decision maker about a woman's own health care: wife and husband jointly (% of women age 15-49),SG.DMK.HLTH.WH.ZS,Croatia,HRV,..,..,..,..,..,..,..,..,..,..
Decision maker about a woman's own health care: wife and husband jointly (% of women age 15-49),SG.DMK.HLTH.WH.ZS,Cuba,CUB,..,..,..,..,..,..,..,..,..,..
Decision maker about a woman's own health care: wife and husband jointly (% of women age 15-49),SG.DMK.HLTH.WH.ZS,Curacao,CUW,..,..,..,..,..,..,..,..,..,..
Decision maker about a woman's own health care: wife and husband jointly (% of women age 15-49),SG.DMK.HLTH.WH.ZS,Cyprus,CYP,..,..,..,..,..,..,..,..,..,..
Decision maker about a woman's own health care: wife and husband jointly (% of women age 15-49),SG.DMK.HLTH.WH.ZS,Czech Republic,CZE,..,..,..,..,..,..,..,..,..,..
Decision maker about a woman's own health care: wife and husband jointly (% of women age 15-49),SG.DMK.HLTH.WH.ZS,Denmark,DNK,..,..,..,..,..,..,..,..,..,..
Decision maker about a woman's own health care: wife and husband jointly (% of women age 15-49),SG.DMK.HLTH.WH.ZS,Djibouti,DJI,..,..,..,..,..,..,..,..,..,..
Decision maker about a woman's own health care: wife and husband jointly (% of women age 15-49),SG.DMK.HLTH.WH.ZS,Dominica,DMA,..,..,..,..,..,..,..,..,..,..
Decision maker about a woman's own health care: wife and husband jointly (% of women age 15-49),SG.DMK.HLTH.WH.ZS,Dominican Republic,DOM,..,..,47.3,..,..,..,..,..,..,..
Decision maker about a woman's own health care: wife and husband jointly (% of women age 15-49),SG.DMK.HLTH.WH.ZS,Early-demographic dividend,EAR,..,..,..,..,..,..,..,..,..,..
Decision maker about a woman's own health care: wife and husband jointly (% of women age 15-49),SG.DMK.HLTH.WH.ZS,East Asia & Pacific,EAS,..,..,..,..,..,..,..,..,..,..
Decision maker about a woman's own health care: wife and husband jointly (% of women age 15-49),SG.DMK.HLTH.WH.ZS,East Asia & Pacific (excluding high income),EAP,..,..,..,..,..,..,..,..,..,..
Decision maker about a woman's own health care: wife and husband jointly (% of women age 15-49),SG.DMK.HLTH.WH.ZS,East Asia & Pacific (IDA & IBRD),TEA,..,..,..,..,..,..,..,..,..,..
Decision maker about a woman's own health care: wife and husband jointly (% of women age 15-49),SG.DMK.HLTH.WH.ZS,Ecuador,ECU,..,..,..,..,..,..,..,..,..,..
Decision maker about a woman's own health care: wife and husband jointly (% of women age 15-49),SG.DMK.HLTH.WH.ZS,"Egypt, Arab Rep.",EGY,..,..,..,68.1,..,..,..,..,..,..
Decision maker about a woman's own health care: wife and husband jointly (% of women age 15-49),SG.DMK.HLTH.WH.ZS,El Salvador,SLV,..,..,..,..,..,..,..,..,..,..
Decision maker about a woman's own health care: wife and husband jointly (% of women age 15-49),SG.DMK.HLTH.WH.ZS,Equatorial Guinea,GNQ,..,..,..,..,..,..,..,..,..,..
Decision maker about a woman's own health care: wife and husband jointly (% of women age 15-49),SG.DMK.HLTH.WH.ZS,Eritrea,ERI,..,..,..,..,..,..,..,..,..,..
Decision maker about a woman's own health care: wife and husband jointly (% of women age 15-49),SG.DMK.HLTH.WH.ZS,Estonia,EST,..,..,..,..,..,..,..,..,..,..
Decision maker about a woman's own health care: wife and husband jointly (% of women age 15-49),SG.DMK.HLTH.WH.ZS,Eswatini,SWZ,..,..,..,..,..,..,..,..,..,..
Decision maker about a woman's own health care: wife and husband jointly (% of women age 15-49),SG.DMK.HLTH.WH.ZS,Ethiopia,ETH,61,..,..,..,..,66,..,..,..,..
Decision maker about a woman's own health care: wife and husband jointly (% of women age 15-49),SG.DMK.HLTH.WH.ZS,Euro area,EMU,..,..,..,..,..,..,..,..,..,..
Decision maker about a woman's own health care: wife and husband jointly (% of women age 15-49),SG.DMK.HLTH.WH.ZS,Europe & Central Asia,ECS,..,..,..,..,..,..,..,..,..,..
Decision maker about a woman's own health care: wife and husband jointly (% of women age 15-49),SG.DMK.HLTH.WH.ZS,Europe & Central Asia (excluding high income),ECA,..,..,..,..,..,..,..,..,..,..
Decision maker about a woman's own health care: wife and husband jointly (% of women age 15-49),SG.DMK.HLTH.WH.ZS,Europe & Central Asia (IDA & IBRD),TEC,..,..,..,..,..,..,..,..,..,..
Decision maker about a woman's own health care: wife and husband jointly (% of women age 15-49),SG.DMK.HLTH.WH.ZS,European Union,EUU,..,..,..,..,..,..,..,..,..,..
Decision maker about a woman's own health care: wife and husband jointly (% of women age 15-49),SG.DMK.HLTH.WH.ZS,Faroe Islands,FRO,..,..,..,..,..,..,..,..,..,..
Decision maker about a woman's own health care: wife and husband jointly (% of women age 15-49),SG.DMK.HLTH.WH.ZS,Fiji,FJI,..,..,..,..,..,..,..,..,..,..
Decision maker about a woman's own health care: wife and husband jointly (% of women age 15-49),SG.DMK.HLTH.WH.ZS,Finland,FIN,..,..,..,..,..,..,..,..,..,..
Decision maker about a woman's own health care: wife and husband jointly (% of women age 15-49),SG.DMK.HLTH.WH.ZS,Fragile and conflict affected situations,FCS,..,..,..,..,..,..,..,..,..,..
Decision maker about a woman's own health care: wife and husband jointly (% of women age 15-49),SG.DMK.HLTH.WH.ZS,France,FRA,..,..,..,..,..,..,..,..,..,..
Decision maker about a woman's own health care: wife and husband jointly (% of women age 15-49),SG.DMK.HLTH.WH.ZS,French Polynesia,PYF,..,..,..,..,..,..,..,..,..,..
Decision maker about a woman's own health care: wife and husband jointly (% of women age 15-49),SG.DMK.HLTH.WH.ZS,Gabon,GAB,..,32,..,..,..,..,..,..,..,..
Decision maker about a woman's own health care: wife and husband jointly (% of women age 15-49),SG.DMK.HLTH.WH.ZS,"Gambia, The",GMB,..,..,45,..,..,..,..,..,..,..
Decision maker about a woman's own health care: wife and husband jointly (% of women age 15-49),SG.DMK.HLTH.WH.ZS,Georgia,GEO,..,..,..,..,..,..,..,..,..,..
Decision maker about a woman's own health care: wife and husband jointly (% of women age 15-49),SG.DMK.HLTH.WH.ZS,Germany,DEU,..,..,..,..,..,..,..,..,..,..
Decision maker about a woman's own health care: wife and husband jointly (% of women age 15-49),SG.DMK.HLTH.WH.ZS,Ghana,GHA,..,..,..,49.5,..,..,..,..,..,..
Decision maker about a woman's own health care: wife and husband jointly (% of women age 15-49),SG.DMK.HLTH.WH.ZS,Gibraltar,GIB,..,..,..,..,..,..,..,..,..,..
Decision maker about a woman's own health care: wife and husband jointly (% of women age 15-49),SG.DMK.HLTH.WH.ZS,Greece,GRC,..,..,..,..,..,..,..,..,..,..
Decision maker about a woman's own health care: wife and husband jointly (% of women age 15-49),SG.DMK.HLTH.WH.ZS,Greenland,GRL,..,..,..,..,..,..,..,..,..,..
Decision maker about a woman's own health care: wife and husband jointly (% of women age 15-49),SG.DMK.HLTH.WH.ZS,Grenada,GRD,..,..,..,..,..,..,..,..,..,..
Decision maker about a woman's own health care: wife and husband jointly (% of women age 15-49),SG.DMK.HLTH.WH.ZS,Guam,GUM,..,..,..,..,..,..,..,..,..,..
Decision maker about a woman's own health care: wife and husband jointly (% of women age 15-49),SG.DMK.HLTH.WH.ZS,Guatemala,GTM,..,..,..,..,54.2,..,..,..,..,..
Decision maker about a woman's own health care: wife and husband jointly (% of women age 15-49),SG.DMK.HLTH.WH.ZS,Guinea,GIN,..,25.5,..,..,..,..,..,28.3,..,..
Decision maker about a woman's own health care: wife and husband jointly (% of women age 15-49),SG.DMK.HLTH.WH.ZS,Guinea-Bissau,GNB,..,..,..,..,..,..,..,..,..,..
Decision maker about a woman's own health care: wife and husband jointly (% of women age 15-49),SG.DMK.HLTH.WH.ZS,Guyana,GUY,..,..,..,..,..,..,..,..,..,..
Decision maker about a woman's own health care: wife and husband jointly (% of women age 15-49),SG.DMK.HLTH.WH.ZS,Haiti,HTI,..,38,..,..,..,..,48,..,..,..
Decision maker about a woman's own health care: wife and husband jointly (% of women age 15-49),SG.DMK.HLTH.WH.ZS,Heavily indebted poor countries (HIPC),HPC,..,..,..,..,..,..,..,..,..,..
Decision maker about a woman's own health care: wife and husband jointly (% of women age 15-49),SG.DMK.HLTH.WH.ZS,High income,HIC,..,..,..,..,..,..,..,..,..,..
Decision maker about a woman's own health care: wife and husband jointly (% of women age 15-49),SG.DMK.HLTH.WH.ZS,Honduras,HND,..,54.1,..,..,..,..,..,..,..,..
Decision maker about a woman's own health care: wife and husband jointly (% of women age 15-49),SG.DMK.HLTH.WH.ZS,"Hong Kong SAR, China",HKG,..,..,..,..,..,..,..,..,..,..
Decision maker about a woman's own health care: wife and husband jointly (% of women age 15-49),SG.DMK.HLTH.WH.ZS,Hungary,HUN,..,..,..,..,..,..,..,..,..,..
Decision maker about a woman's own health care: wife and husband jointly (% of women age 15-49),SG.DMK.HLTH.WH.ZS,IBRD only,IBD,..,..,..,..,..,..,..,..,..,..
Decision maker about a woman's own health care: wife and husband jointly (% of women age 15-49),SG.DMK.HLTH.WH.ZS,Iceland,ISL,..,..,..,..,..,..,..,..,..,..
Decision maker about a woman's own health care: wife and husband jointly (% of women age 15-49),SG.DMK.HLTH.WH.ZS,IDA & IBRD total,IBT,..,..,..,..,..,..,..,..,..,..
Decision maker about a woman's own health care: wife and husband jointly (% of women age 15-49),SG.DMK.HLTH.WH.ZS,IDA blend,IDB,..,..,..,..,..,..,..,..,..,..
Decision maker about a woman's own health care: wife and husband jointly (% of women age 15-49),SG.DMK.HLTH.WH.ZS,IDA only,IDX,..,..,..,..,..,..,..,..,..,..
Decision maker about a woman's own health care: wife and husband jointly (% of women age 15-49),SG.DMK.HLTH.WH.ZS,IDA total,IDA,..,..,..,..,..,..,..,..,..,..
Decision maker about a woman's own health care: wife and husband jointly (% of women age 15-49),SG.DMK.HLTH.WH.ZS,India,IND,..,..,..,..,..,62.5,..,..,..,..
Decision maker about a woman's own health care: wife and husband jointly (% of women age 15-49),SG.DMK.HLTH.WH.ZS,Indonesia,IDN,..,49.3,..,..,..,..,43.7,..,..,..
Decision maker about a woman's own health care: wife and husband jointly (% of women age 15-49),SG.DMK.HLTH.WH.ZS,"Iran, Islamic Rep.",IRN,..,..,..,..,..,..,..,..,..,..
Decision maker about a woman's own health care: wife and husband jointly (% of women age 15-49),SG.DMK.HLTH.WH.ZS,Iraq,IRQ,..,..,..,..,..,..,..,..,..,..
Decision maker about a woman's own health care: wife and husband jointly (% of women age 15-49),SG.DMK.HLTH.WH.ZS,Ireland,IRL,..,..,..,..,..,..,..,..,..,..
Decision maker about a woman's own health care: wife and husband jointly (% of women age 15-49),SG.DMK.HLTH.WH.ZS,Isle of Man,IMN,..,..,..,..,..,..,..,..,..,..
Decision maker about a woman's own health care: wife and husband jointly (% of women age 15-49),SG.DMK.HLTH.WH.ZS,Israel,ISR,..,..,..,..,..,..,..,..,..,..
Decision maker about a woman's own health care: wife and husband jointly (% of women age 15-49),SG.DMK.HLTH.WH.ZS,Italy,ITA,..,..,..,..,..,..,..,..,..,..
Decision maker about a woman's own health care: wife and husband jointly (% of women age 15-49),SG.DMK.HLTH.WH.ZS,Jamaica,JAM,..,..,..,..,..,..,..,..,..,..
Decision maker about a woman's own health care: wife and husband jointly (% of women age 15-49),SG.DMK.HLTH.WH.ZS,Japan,JPN,..,..,..,..,..,..,..,..,..,..
Decision maker about a woman's own health care: wife and husband jointly (% of women age 15-49),SG.DMK.HLTH.WH.ZS,Jordan,JOR,..,48.7,..,..,..,..,..,67.3,..,..
Decision maker about a woman's own health care: wife and husband jointly (% of women age 15-49),SG.DMK.HLTH.WH.ZS,Kazakhstan,KAZ,..,..,..,..,..,..,..,..,..,..
Decision maker about a woman's own health care: wife and husband jointly (% of women age 15-49),SG.DMK.HLTH.WH.ZS,Kenya,KEN,..,..,..,40.1,..,..,..,..,..,..
Decision maker about a woman's own health care: wife and husband jointly (% of women age 15-49),SG.DMK.HLTH.WH.ZS,Kiribati,KIR,..,..,..,..,..,..,..,..,..,..
Decision maker about a woman's own health care: wife and husband jointly (% of women age 15-49),SG.DMK.HLTH.WH.ZS,"Korea, Dem. People's Rep.",PRK,..,..,..,..,..,..,..,..,..,..
Decision maker about a woman's own health care: wife and husband jointly (% of women age 15-49),SG.DMK.HLTH.WH.ZS,"Korea, Rep.",KOR,..,..,..,..,..,..,..,..,..,..
Decision maker about a woman's own health care: wife and husband jointly (% of women age 15-49),SG.DMK.HLTH.WH.ZS,Kosovo,XKX,..,..,..,..,..,..,..,..,..,..
Decision maker about a woman's own health care: wife and husband jointly (% of women age 15-49),SG.DMK.HLTH.WH.ZS,Kuwait,KWT,..,..,..,..,..,..,..,..,..,..
Decision maker about a woman's own health care: wife and husband jointly (% of women age 15-49),SG.DMK.HLTH.WH.ZS,Kyrgyz Republic,KGZ,..,59,..,..,..,..,..,..,..,..
Decision maker about a woman's own health care: wife and husband jointly (% of women age 15-49),SG.DMK.HLTH.WH.ZS,Lao PDR,LAO,..,..,..,..,..,..,..,..,..,..
Decision maker about a woman's own health care: wife and husband jointly (% of women age 15-49),SG.DMK.HLTH.WH.ZS,Late-demographic dividend,LTE,..,..,..,..,..,..,..,..,..,..
Decision maker about a woman's own health care: wife and husband jointly (% of women age 15-49),SG.DMK.HLTH.WH.ZS,Latin America & Caribbean,LCN,..,..,..,..,..,..,..,..,..,..
Decision maker about a woman's own health care: wife and husband jointly (% of women age 15-49),SG.DMK.HLTH.WH.ZS,Latin America & Caribbean (excluding high income),LAC,..,..,..,..,..,..,..,..,..,..
Decision maker about a woman's own health care: wife and husband jointly (% of women age 15-49),SG.DMK.HLTH.WH.ZS,Latin America & Caribbean (IDA & IBRD),TLA,..,..,..,..,..,..,..,..,..,..
Decision maker about a woman's own health care: wife and husband jointly (% of women age 15-49),SG.DMK.HLTH.WH.ZS,Latvia,LVA,..,..,..,..,..,..,..,..,..,..
Decision maker about a woman's own health care: wife and husband jointly (% of women age 15-49),SG.DMK.HLTH.WH.ZS,Least developed countries: UN classification,LDC,..,..,..,..,..,..,..,..,..,..
Decision maker about a woman's own health care: wife and husband jointly (% of women age 15-49),SG.DMK.HLTH.WH.ZS,Lebanon,LBN,..,..,..,..,..,..,..,..,..,..
Decision maker about a woman's own health care: wife and husband jointly (% of women age 15-49),SG.DMK.HLTH.WH.ZS,Lesotho,LSO,..,..,..,49,..,..,..,..,..,..
Decision maker about a woman's own health care: wife and husband jointly (% of women age 15-49),SG.DMK.HLTH.WH.ZS,Liberia,LBR,..,..,61,..,..,..,..,..,..,..
Decision maker about a woman's own health care: wife and husband jointly (% of women age 15-49),SG.DMK.HLTH.WH.ZS,Libya,LBY,..,..,..,..,..,..,..,..,..,..
Decision maker about a woman's own health care: wife and husband jointly (% of women age 15-49),SG.DMK.HLTH.WH.ZS,Liechtenstein,LIE,..,..,..,..,..,..,..,..,..,..
Decision maker about a woman's own health care: wife and husband jointly (% of women age 15-49),SG.DMK.HLTH.WH.ZS,Lithuania,LTU,..,..,..,..,..,..,..,..,..,..
Decision maker about a woman's own health care: wife and husband jointly (% of women age 15-49),SG.DMK.HLTH.WH.ZS,Low & middle income,LMY,..,..,..,..,..,..,..,..,..,..
Decision maker about a woman's own health care: wife and husband jointly (% of women age 15-49),SG.DMK.HLTH.WH.ZS,Low income,LIC,..,..,..,..,..,..,..,..,..,..
Decision maker about a woman's own health care: wife and husband jointly (% of women age 15-49),SG.DMK.HLTH.WH.ZS,Lower middle income,LMC,..,..,..,..,..,..,..,..,..,..
Decision maker about a woman's own health care: wife and husband jointly (% of women age 15-49),SG.DMK.HLTH.WH.ZS,Luxembourg,LUX,..,..,..,..,..,..,..,..,..,..
Decision maker about a woman's own health care: wife and husband jointly (% of women age 15-49),SG.DMK.HLTH.WH.ZS,"Macao SAR, China",MAC,..,..,..,..,..,..,..,..,..,..
Decision maker about a woman's own health care: wife and husband jointly (% of women age 15-49),SG.DMK.HLTH.WH.ZS,Madagascar,MDG,..,..,..,..,..,..,..,..,..,..
Decision maker about a woman's own health care: wife and husband jointly (% of women age 15-49),SG.DMK.HLTH.WH.ZS,Malawi,MWI,..,..,..,..,..,49,..,..,..,..
Decision maker about a woman's own health care: wife and husband jointly (% of women age 15-49),SG.DMK.HLTH.WH.ZS,Malaysia,MYS,..,..,..,..,..,..,..,..,..,..
Decision maker about a woman's own health care: wife and husband jointly (% of women age 15-49),SG.DMK.HLTH.WH.ZS,Maldives,MDV,..,..,..,..,..,..,65.1,..,..,..
Decision maker about a woman's own health care: wife and husband jointly (% of women age 15-49),SG.DMK.HLTH.WH.ZS,Mali,MLI,..,..,8.1,..,..,..,..,12,..,..
Decision maker about a woman's own health care: wife and husband jointly (% of women age 15-49),SG.DMK.HLTH.WH.ZS,Malta,MLT,..,..,..,..,..,..,..,..,..,..
Decision maker about a woman's own health care: wife and husband jointly (% of women age 15-49),SG.DMK.HLTH.WH.ZS,Marshall Islands,MHL,..,..,..,..,..,..,..,..,..,..
